"","alpha","sigma"
"2710",2.66147688828722,6.82772410095869
"2711",2.05979780395788,6.56208674786819
"2712",1.18501081795237,7.33360290154628
"2713",1.64739947042392,8.09588065169179
"2714",1.16186856762293,7.41566484911255
"2715",2.95473503026259,6.23164378554484
"2716",2.03969929388985,7.35329579279819
"2717",3.75922705312573,7.08048818181734
"2718",2.89471995730656,6.83308497809863
"2719",3.07966977381613,5.94762266811334
"2720",2.03013968404082,6.75200856399061
"2721",2.77824944101297,6.2472791291526
"2722",3.48585897291354,6.06799097143299
"2723",3.05051022907047,5.94836822966568
"2724",2.11475495745657,6.77270255981453
"2725",1.96077407192718,5.79478210864369
"2726",1.35269628093898,8.95069211805995
"2727",1.6804511351396,5.43693488120979
"2728",1.75722470032563,6.85696631930162
"2729",1.56906587053719,8.24391833191156
"2730",1.99477362683983,6.77736876513271
"2731",1.9464812471646,6.63507935470428
"2732",3.45849727315564,5.39604415432554
"2733",2.51061559835726,6.32085118750256
"2734",1.82215390842395,6.47730191421973
"2735",1.81899041648662,5.7695365796821
"2736",2.90578540429044,7.0404090054349
"2737",1.86016452867364,8.03993666932103
"2738",2.63074033398194,7.97938018879022
"2739",1.86912257510487,6.47169501632986
"2740",1.47199364390427,7.00383202458569
"2741",2.04824243852731,5.85939994681654
"2742",3.24274901449316,6.43360939124792
"2743",1.65731050001979,7.13150224381543
"2744",1.95726223632224,4.94312613725283
"2745",2.55451119064471,5.16868076225771
"2746",2.17668233967807,7.1831094536564
"2747",3.53503338871679,7.30158866999098
"2748",1.68774152511228,6.16273114394659
"2749",1.44862485697604,3.99930837923292
"2750",2.42729062297382,7.65787731312769
"2751",2.59963795016114,6.54126707585386
"2752",2.80916774793251,7.71119550109442
"2753",1.71945305834508,6.24333173377975
"2754",2.16747710237394,5.86332025404754
"2755",2.63578350816122,7.86882332956175
"2756",2.44054743010248,6.54738277944707
"2757",2.1256122945096,5.03080199378688
"2758",3.56752672374941,7.29965645573627
"2759",2.90550364335524,6.30201250121211
"2760",2.50511315929927,6.4339475735162
"2761",2.01445986412251,5.30435926303018
"2762",2.63493652387927,6.36238146437839
"2763",2.03044406398701,6.38883634222889
"2764",2.07107550247079,7.90350720946556
"2765",1.93253278384431,5.19525182730119
"2766",2.19436520526426,5.35470900087931
"2767",2.6229424696977,6.75630492293989
"2768",2.89398528200232,6.84718507557322
"2769",3.20889173103787,6.91884935749822
"2770",1.91406022316394,7.12942565847191
"2771",3.03706678043053,6.99744146391809
"2772",2.50710835850166,5.89345729067004
"2773",2.49930694519455,5.96714361626184
"2774",2.30936258958379,7.4253610563012
"2775",1.53252370151591,9.35207919671535
"2776",2.46295145381522,5.30788138824664
"2777",3.16083891371655,6.92517908439845
"2778",2.59056343596068,7.62689477754145
"2779",3.03383817948082,7.13560044076327
"2780",4.02604934391361,6.30650036720388
"2781",2.26967865779312,6.22058774945665
"2782",2.503799660342,6.58263798353918
"2783",2.16926661130953,7.06831736437766
"2784",2.09190246200937,6.80524076092818
"2785",1.54630372070715,6.43832182394677
"2786",2.27649267127522,7.5113937122875
"2787",2.99916364688182,6.77039777345911
"2788",2.64945337300162,6.0213665708593
"2789",2.22324417700077,6.53594946240317
"2790",1.48202357252417,6.92426105428296
"2791",2.18881096549816,5.61794052394258
"2792",3.19944760228744,5.86082103539778
"2793",2.08060166125779,5.92842417898656
"2794",3.10665051173363,6.54999113318357
"2795",3.53594926556107,6.70359917866992
"2796",2.21214131672037,7.71959947965693
"2797",2.33169629378156,7.18826626647042
"2798",2.8505886522313,6.90365152487789
"2799",3.07729926084127,6.19152437833801
"2800",2.16237645043689,5.91733223195481
"2801",1.86606737226545,6.3013931005441
"2802",3.20882402778686,6.54690901890248
"2803",3.20671040410688,6.31559986301749
"2804",1.68999800388431,6.11164182833503
"2805",3.60632993772371,5.96021880092406
"2806",3.10396487932499,6.31851028242107
"2807",4.35850317616546,6.19750100355264
"2808",2.67042972735201,6.56864641673798
"2809",1.19975283551847,9.70577268335546
"2810",1.17205499754575,5.43201568968042
"2811",2.48842345588429,6.44262503334011
"2812",2.43273528926398,7.22381812615186
"2813",1.98420592654225,6.89976650224527
"2814",3.34400286006307,7.09745799775831
"2815",2.9858190657181,6.60803556934151
"2816",3.41623201595159,7.49372416390979
"2817",2.53434510686224,6.25299111367319
"2818",2.1160454953209,5.43005244910169
"2819",2.38657777501903,6.55775845909621
"2820",2.73598451864556,6.32719278709572
"2821",1.48567565603285,8.058585908746
"2822",2.38304042120422,6.99086641999353
"2823",2.24318210758401,6.1372392376963
"2824",2.24519081850174,6.66378864192242
"2825",1.78413537004225,6.14542421784964
"2826",2.15191418236708,6.05890167458877
"2827",3.70783454772572,6.68615220100564
"2828",2.13374645104825,7.08098595170768
"2829",3.17110183538903,6.35587671801718
"2830",3.31556671416882,5.89033727561771
"2831",2.64020718907315,6.63443251847694
"2832",2.63185489149039,5.99739887418778
"2833",1.68677906573163,7.54414641304699
"2834",2.09109525587422,8.2843973319093
"2835",2.48929658852055,7.28844446658193
"2836",2.34271866173417,6.06802542420026
"2837",1.3581442444613,7.38845205024241
"2838",2.44250334266065,5.5993192851634
"2839",1.55962819226241,5.19314616734672
"2840",1.94630600893237,6.31701266693289
"2841",1.83413799117044,6.33873583363379
"2842",2.17498769605319,6.90811607482214
"2843",3.16037325266704,7.10576122019305
"2844",1.87133331187542,6.32006925269405
"2845",2.43315476491419,5.03634993374657
"2846",2.51721203748295,5.03567004964246
"2847",1.87641887418908,6.93925706753499
"2848",1.5419679296405,6.26841104597315
"2849",3.79810505352313,6.25225822767679
"2850",3.13344075170298,6.05470800916958
"2851",2.494120860722,7.34549361400276
"2852",2.18043821763979,7.08273083261222
"2853",2.56542993403694,5.42741369604904
"2854",2.05838403192252,6.69906511732819
"2855",2.15237062821753,7.4413846360119
"2856",1.65343768764428,6.16223888589326
"2857",2.7583775385541,7.04827915788667
"2858",2.83509179713068,6.01573598826104
"2859",2.65040911657709,7.50332978787664
"2860",1.86108003364138,6.23925186359829
"2861",1.60127422536346,5.75016569316118
"2862",2.43049024835564,6.92599093717254
"2863",3.12891928327896,6.71384054009345
"2864",2.82054287721454,6.25579446653159
"2865",2.51366713580393,7.34302904063926
"2866",1.84855897549671,7.18369229324021
"2867",2.41002261427135,7.65426286242784
"2868",2.68271948509921,6.23999969248735
"2869",2.77821790648778,6.52139724546235
"2870",1.75462445255587,6.40553826656486
"2871",2.73230652568473,6.92053522133503
"2872",2.11267723396388,7.7981112292047
"2873",2.07738262150859,6.2112813216142
"2874",2.27336146124156,6.12881157254894
"2875",2.60686941522553,7.30604445256786
"2876",2.39495193973784,6.88531449638077
"2877",1.83761398162558,7.24024408786276
"2878",2.77554367938859,6.81996010611283
"2879",2.52294438359551,6.62247209716647
"2880",1.59718783156997,7.90708623328458
"2881",2.11315883402092,7.48638136488103
"2882",1.96266638874898,6.61359800591526
"2883",2.15470149172597,6.72594688249199
"2884",2.72072165514833,5.28378968938806
"2885",2.91133631238535,7.56561290019594
"2886",2.21384490356653,7.82536374420859
"2887",2.19496632147259,6.48653040367789
"2888",2.43920544539193,8.20933476400284
"2889",1.28358288013993,6.01292596311466
"2890",2.5646326192602,8.23990453199945
"2891",1.85546905872399,7.26670328413892
"2892",3.14813813127691,6.54796176904513
"2893",1.43438153202234,7.85104764225918
"2894",3.74531228732168,5.57410025611042
"2895",2.53171525064294,6.89785121657722
"2896",1.54060630670305,6.98929472072366
"2897",1.64048899681221,6.34368362958943
"2898",2.91279777189926,5.95210178414734
"2899",2.25333147600281,7.58420973834364
"2900",2.78573207445355,5.80736407836029
"2901",2.61265462759923,6.90125268853958
"2902",2.17489736369056,6.51060712232708
"2903",1.859965552751,6.12106152632112
"2904",2.66772362260942,6.08589110032961
"2905",2.59869140825365,6.45753903876508
"2906",2.2961515247524,7.41415074470022
"2907",4.22670280595915,6.90108013565077
"2908",2.49596774778949,6.29016725653377
"2909",2.76966190728123,6.53511732121479
"2910",2.34262320985372,8.03164711794492
"2911",1.93897962394246,7.77563446529855
"2912",1.84464511033398,4.857224972709
"2913",1.73161532851287,7.34776644811268
"2914",2.69507141605338,6.51693780987823
"2915",2.35694633837343,6.24188946318132
"2916",1.50297571504214,8.61368453129566
"2917",2.0310815005709,7.12301312983768
"2918",2.44470961700107,6.46943350722917
"2919",2.41885517159508,5.90385243065193
"2920",3.82220133579731,7.08305407423514
"2921",2.93521023123406,6.46913464970603
"2922",2.15458375479085,8.18724694959982
"2923",2.67735337854492,7.07572563649247
"2924",2.49463285146138,5.89158477094234
"2925",2.29165053765141,8.30643751356092
"2926",1.99647958526521,6.25887898504565
"2927",1.96579088894054,6.48480149725558
"2928",2.30591990394795,5.82326765448532
"2929",1.75149216609334,5.73197157438422
"2930",1.32962103208742,9.37271854078937
"2931",3.50046140813145,7.09996099603803
"2932",2.09427875936908,6.57335412684202
"2933",1.86003479219113,8.22019437339187
"2934",2.13541563504377,6.88985183572961
"2935",2.17728975343993,5.73786266647059
"2936",2.83596972414271,6.05640218502829
"2937",2.37379673514636,5.77630195310802
"2938",2.98344722392163,6.15190173464729
"2939",1.72095889355486,7.60625635703115
"2940",1.69822879805457,8.25007771138998
"2941",3.17299089278346,7.44739086433746
"2942",2.71083541334761,5.60839368177052
"2943",2.75574403076238,7.07299679347972
"2944",3.30023428069178,5.68850077050345
"2945",1.96019044473387,6.34071441377483
"2946",2.30541935197437,6.07517262120532
"2947",2.01547048918248,6.54141935012665
"2948",2.55228317781032,6.6966952601418
"2949",1.50130549633633,5.78166632049914
"2950",2.87421369190782,6.31383109408617
"2951",2.29682178397205,5.45468580899795
"2952",1.62309512796835,9.5774660051111
"2953",2.54052564173122,6.52456525692715
"2954",1.90444279066415,7.12799876136424
"2955",1.87064550678576,5.73586865805278
"2956",2.76284545234883,7.63615729345358
"2957",3.32073894763681,6.62121591346994
"2958",3.16379992329182,6.66677456445172
"2959",2.53148190058905,5.35752045637142
"2960",2.67474579487898,7.03392797580675
"2961",2.6073246440393,6.40900129038026
"2962",2.77966460511723,5.72080181917257
"2963",1.54556517499971,6.33216785339253
"2964",2.39635939455889,7.16234355796409
"2965",1.67235194192069,6.6809459983206
"2966",2.83485114316907,6.76799557940639
"2967",3.15089513191959,6.11043693196452
"2968",2.90494448751966,6.90328705838353
"2969",3.4677313899834,6.94861955196054
"2970",2.20533356168067,6.78341036671298
"2971",3.98959667533927,6.70505960128364
"2972",2.35570109444761,6.9310170287579
"2973",1.61776340436511,7.36858541626913
"2974",2.30752398676337,6.29206340581545
"2975",2.28165180605285,5.74483029373744
"2976",2.33581721018169,6.61724083914383
"2977",1.76781720531566,6.24249925817197
"2978",2.28470070718153,6.6668826170082
"2979",2.53746060723074,7.53265840764215
"2980",1.75464393552745,6.67221246351101
"2981",2.30333946449537,6.96859942805111
"2982",1.76568697218518,6.27113841148712
"2983",2.03353585464405,5.35042451467322
"2984",2.41851122863055,5.74350503252956
"2985",2.49289117366084,6.87586097910979
"2986",2.65910339151634,7.85267752319318
"2987",2.20766314119443,6.72909688778786
"2988",2.030172080797,6.98851662790022
"2989",2.87056479440031,5.63804003180291
"2990",4.36185228996097,6.73347086071442
"2991",1.90749973317894,5.4251561123359
"2992",2.75057670562925,7.77874166788051
"2993",2.78893378061522,7.13908566001783
"2994",2.34272641310852,6.20123250481129
"2995",2.05652918219283,5.33097043581087
"2996",2.65169928514281,6.52230582719823
"2997",2.07314612403089,6.50598513468563
"2998",2.26907482482296,6.94728875079599
"2999",1.88945482133084,6.75518658567548
"3000",1.8450322097177,5.65134577943948
"3001",2.16670371170037,5.06734660971779
"3002",2.85068704386695,7.36593421972654
"3003",2.10264734298783,5.97108691349737
"3004",3.59798456036299,6.5702621556114
"3005",1.44818428477356,6.59324959784977
"3006",2.1102698069048,5.21636969155255
"3007",2.61617931099682,6.71935740217038
"3008",3.31600046163649,5.48324741008333
"3009",2.52384823018028,6.18612851719655
"3010",2.26934813130419,6.24483638007287
"3011",2.14792986506084,6.86738179525359
"3012",3.95686557299185,6.47881291481791
"3013",2.83995792626771,7.86959769840732
"3014",2.96577485275422,7.58320476112407
"3015",1.97707002989541,7.00932170727608
"3016",1.90299024281667,6.87142878826444
"3017",2.17751484394972,5.79025894439863
"3018",2.36621524596413,6.44481040610151
"3019",2.33486562680036,6.89195755636343
"3020",1.65998922001674,9.36304227698987
"3021",2.51088023253336,7.39084009500184
"3022",1.7004813337807,5.2414444245907
"3023",2.19716073260757,6.09732722509451
"3024",1.79417800974368,6.35596173514496
"3025",2.41968740307172,5.47170864204786
"3026",1.92583337540152,5.75925917683716
"3027",1.64128266468843,9.2291460041332
"3028",1.38710028080212,6.89026142363732
"3029",3.12940145122833,7.71833016542876
"3030",3.36314095979204,5.80000304654094
"3031",2.68678334376667,5.40483037401335
"3032",1.95107859433602,6.74386995846186
"3033",1.45477608113899,6.58772414127159
"3034",3.12170733590728,6.42937372711131
"3035",1.86492699408283,6.11747581690265
"3036",2.94334648430858,6.59838181185572
"3037",2.58416738927958,6.76183665802676
"3038",2.15512946985953,6.77738358330419
"3039",2.07155943533535,6.54096870368084
"3040",3.504041521072,5.75657557988347
"3041",2.14344490029549,6.40949283319275
"3042",2.31942948730172,6.72390806949671
"3043",1.89093374731576,6.27535348334691
"3044",2.32320860514568,5.87328552745373
"3045",1.94434694384205,6.39321620337075
"3046",3.01802755379558,5.59343200752294
"3047",1.73449143975064,6.64560098984849
"3048",1.45909202645475,5.18755401674666
"3049",1.4891368442922,5.23851021108437
"3050",1.84775424698327,7.3620877927113
"3051",2.61722006672495,7.08661692147675
"3052",2.80572705260591,6.4356729883998
"3053",2.22796221160185,6.06220454369097
"3054",2.36825659660372,5.77209132826587
"3055",1.72902118837306,6.57572328448743
"3056",2.47856151070975,7.46165769877223
"3057",2.54633796810164,6.6388805632621
"3058",1.851678346167,7.53646650160495
"3059",2.3722568049912,6.36742706198317
"3060",1.86791040456908,6.76525090727673
"3061",2.36020617093722,5.87015534745289
"3062",3.09182036032879,6.75815176616775
"3063",1.33694072858194,7.54781931497874
"3064",2.16314889255082,6.13779863323393
"3065",1.59978676598502,6.28464980448826
"3066",2.74760575257663,6.3884309414976
"3067",2.17970620271155,6.26832557850463
"3068",1.72981247993569,4.6060440211589
"3069",2.32608055882437,4.86889824460156
"3070",2.26143451734029,6.55387390295624
"3071",2.54357426594794,6.81533305675296
"3072",2.09697052734578,8.97538849383994
"3073",2.02914610131848,8.49222567053242
"3074",1.94123008955014,6.56880653861046
"3075",1.9943189136796,6.9374308104165
"3076",3.06794653108661,7.21245351827671
"3077",2.22421651877476,4.86114479983585
"3078",2.1548743362424,6.35997052482551
"3079",1.93933971305583,5.71128330283739
"3080",1.69964915730351,7.22635355545339
"3081",2.81016831815165,7.34636858936215
"3082",2.42155395600748,7.00039660841389
"3083",2.9470338292135,6.2027407359922
"3084",3.52434063444999,6.97201468726627
"3085",1.98887799919401,5.96973919417977
"3086",1.79171446042121,6.92814493437283
"3087",2.47379295442131,4.98023209975669
"3088",1.96637067109861,8.77225691569523
"3089",2.00071445576099,6.85952450178159
"3090",2.81331534721048,5.97996420813273
"3091",1.78714520836005,7.73151521760324
"3092",2.70128017456392,6.39204155974103
"3093",2.92832023269737,5.7767392509821
"3094",3.56528576815439,6.2541722362356
"3095",2.04217068646607,6.18804452048397
"3096",2.89518786342732,6.24097531540773
"3097",1.67199310781178,4.77826234413804
"3098",1.81153093008805,6.69772592477272
"3099",1.51247064732822,5.31818072504747
"3100",1.47296358802998,6.21273984964075
"3101",2.04157746389555,5.45029850391638
"3102",1.64560398255627,6.88544209622455
"3103",1.87729948408295,6.96221010633142
"3104",2.0981985293813,5.54965021829359
"3105",3.84287919620814,6.2759422973646
"3106",2.57732709141728,6.4999269328018
"3107",2.01402472499203,6.12233995404126
"3108",1.94119826240746,5.84524749440922
"3109",2.20588189560351,6.2598003356663
"3110",2.35888746395305,6.60070383615473
"3111",1.79031629754123,5.98684204126121
"3112",2.1760577501351,5.79780278884487
"3113",2.80460098791174,6.3055583424185
"3114",2.54205198463466,7.04998013047182
"3115",1.65292292058514,7.98547659984808
"3116",2.13682730074095,8.3208589407213
"3117",2.52377321872223,6.82343220321161
"3118",1.98974430805808,5.55075395879839
"3119",1.94142628584277,7.46264707039075
"3120",2.1337164005189,6.11076053305295
"3121",1.78267219065481,7.96471296650618
"3122",1.80595672512907,7.35367302005176
"3123",2.97149151021852,6.52450921903956
"3124",2.27214843783193,7.11447200868017
"3125",2.50656279795912,5.855872712316
"3126",2.70968036907608,6.14449502145408
"3127",2.68910776074478,6.52606307017733
"3128",1.46230838144832,6.7193087844373
"3129",2.32536413568112,6.2129802725332
"3130",3.72959823247939,6.6122309528323
"3131",2.51643836241667,6.41599939096081
"3132",2.93679612097288,5.95616288626761
"3133",1.74807160169219,8.17069431021175
"3134",1.75229923616267,5.44408190233584
"3135",2.02874178201249,4.63605167850557
"3136",3.02621349800292,5.62695540114604
"3137",3.0535905666036,6.84720505467739
"3138",1.8495011990702,7.17629142095198
"3139",3.18186344348084,6.11618102430921
"3140",2.21094561778383,6.24330800254302
"3141",2.3875676200939,5.92557577391007
"3142",2.02455214650231,7.75069793359195
"3143",2.15751022584977,6.14117837905202
"3144",2.84634844697751,7.14763327843925
"3145",2.63031295365119,6.59257262696198
"3146",2.61009141973228,7.30798967498032
"3147",1.89651545744664,6.0536566432255
"3148",2.31449746310589,6.4337654799039
"3149",1.72727701875465,4.29838474655121
"3150",2.38575034177414,6.41042655716091
"3151",2.60676344482981,6.06977176868658
"3152",2.77357761201613,6.05049083970456
"3153",2.6324040906792,6.78973060069321
"3154",2.14296173689398,5.58313101489853
"3155",3.25582669725726,6.63452328681286
"3156",2.20102034019867,6.47449782650826
"3157",2.42414464535257,6.95147789073008
"3158",1.93134910673954,7.34970473411893
"3159",3.61361658926416,6.917303002615
"3160",3.30059266207217,6.01893520605039
"3161",1.92552319729901,5.64806819654184
"3162",3.58190683829098,7.63623710899297
"3163",1.56151964735896,6.41361203277417
"3164",3.63568402168451,6.6618779502713
"3165",1.44098676686921,7.67851337948408
"3166",2.54800021845318,6.75810350743697
"3167",2.01222885612639,6.98545393763845
"3168",2.56190641028966,7.14429918870988
"3169",1.79248469305692,6.30323450854343
"3170",2.00298359761331,6.76403190469918
"3171",4.30803394748089,6.42631886028268
"3172",2.06416841759275,7.31587947989359
"3173",1.60806921015729,7.01622251811568
"3174",1.79044793542105,8.08897174866863
"3175",2.76871237194295,5.24734382872557
"3176",1.6695763060706,8.00273131517297
"3177",2.38999966968629,8.60027952299872
"3178",2.58257275701679,8.41161153836454
"3179",3.47654928567803,6.15287790241644
"3180",2.09242399762768,7.53263583853873
"3181",2.14339276875411,6.4480709117369
"3182",2.28002222074832,5.10090984980027
"3183",3.38714035673524,6.64802757333602
"3184",1.812113520846,9.16236315312609
"3185",1.73232357211657,5.8552106776634
"3186",2.019270878306,7.19055983237153
"3187",2.36333076856597,5.71701025071727
"3188",2.37358421580168,8.36703791897913
"3189",1.68430349082824,5.7491445171068
"3190",1.74689763156479,8.06619403956694
"3191",4.11404828535729,6.61879311604717
"3192",1.47338870300004,6.75523747540667
"3193",2.79925186025826,5.82651336313824
"3194",2.20218349693738,7.26064549565443
"3195",2.64745818701361,7.44348886297102
"3196",2.65069446589859,6.65402800256012
"3197",1.33487747612052,7.19329497490633
"3198",2.11931553902929,6.20918283697967
"3199",2.94508869776611,6.7824576579511
"3200",1.8275105498302,5.98933569585326
"3201",1.79861939600563,8.55889910215964
"3202",2.2684602660715,6.89480441855293
"3203",2.63113419316407,6.21546048581269
"3204",2.36615126548503,7.07810292232944
"3205",1.90699767470963,4.59736370768752
"3206",1.6400651488437,6.53083734050963
"3207",2.04566565387327,8.28467417056316
"3208",1.88714437948369,6.38862423443851
"3209",2.9034534864888,6.59648289947909
"3210",3.52527933146268,7.13366362062942
"3211",1.92589123114407,7.34646087670176
"3212",1.99145902232313,4.77871764750664
"3213",2.65044625948191,6.5736726708606
"3214",3.06252755606267,5.52252354705793
"3215",2.90953487892529,6.52810739305065
"3216",1.98561287507994,5.60160294760279
"3217",2.8133055399596,6.30148137368108
"3218",2.08648965831338,5.4978708032968
"3219",2.60975777667187,8.24613711330357
"3220",2.32339823970385,6.59138533795318
"3221",2.88133002936943,6.39282976477404
"3222",2.56115623397094,7.21907992966426
"3223",1.63577090155446,6.28034179589845
"3224",2.5122428557443,6.59416846362848
"3225",2.60786911268335,6.85271426088557
"3226",2.2286616848231,9.16655911219251
"3227",1.79764003966055,6.84038651943331
"3228",2.70133564677144,6.5067932941851
"3229",4.32061029761209,6.5112996892011
"3230",2.8225807639747,7.61518107682455
"3231",2.47898056529914,5.7865570417814
"3232",1.72627089445241,6.70564317445037
"3233",2.36426884551956,7.47686562908255
"3234",1.87091147900916,8.01364726062307
"3235",1.5589239398879,6.98824341708469
"3236",1.97490547724102,4.86233114546115
"3237",2.14992958613462,7.25191506539382
"3238",2.2361968577649,7.7866805344575
"3239",2.1866128327018,5.81395921808194
"3240",1.51758932630952,8.52593965889273
"3241",1.80324122312189,6.00279543674097
"3242",1.38926744818911,5.38338975546507
"3243",2.30494036438211,5.91268332273194
"3244",2.75321222668122,6.95247034148088
"3245",2.38235471697039,6.7297215662941
"3246",1.79175764439847,6.43757850631864
"3247",3.12128937322549,6.72264425621609
"3248",2.10012279143885,6.29718753239071
"3249",1.767018853138,7.21840851852728
"3250",2.4794887223342,6.12233447488677
"3251",2.9755641465834,6.08131564882737
"3252",2.15707740996402,5.91543546532893
"3253",2.59235183975324,6.32228837172532
"3254",3.44604379469395,7.21792984337324
"3255",3.14857171561181,6.50352933624928
"3256",2.16740672160006,5.30807324685767
"3257",2.91280721386365,7.15044635840793
"3258",2.04913565555453,7.28275739322741
"3259",2.2925507499669,5.95424376499619
"3260",1.60738994335295,7.07077570267278
"3261",2.67201351808074,6.52265032991178
"3262",1.96160201921409,6.75544643107212
"3263",1.54313853554678,7.41528032048098
"3264",2.07850146706241,5.29755158753783
"3265",2.65375657723418,5.74823258580924
"3266",3.42343078457908,6.34367295745878
"3267",3.14236431785156,6.30976469007496
"3268",1.89158639437561,6.78483933531712
"3269",2.33812246475623,6.32585155734253
"3270",2.8981452132252,6.30923063932749
"3271",2.24306851439883,7.06001399387644
"3272",2.70141833391634,6.03587002944126
"3273",3.04198386028031,5.17546293162416
"3274",3.63638438253279,5.88859583224312
"3275",1.31736286480735,6.35928542566035
"3276",2.72204384901004,6.22653107968236
"3277",2.85989666167612,7.00150814786648
"3278",2.34733828673609,6.72382323701535
"3279",2.51814546541741,6.36445134930695
"3280",2.31295445292066,6.46464221513625
"3281",3.07132357651849,5.96818815506142
"3282",2.52034938022283,6.03326464509742
"3283",2.10262001547179,5.93293063912991
"3284",1.6107776996303,8.45865899406706
"3285",2.31787791285349,7.6690338314189
"3286",2.57005561703454,6.74949385939735
"3287",2.04936163189167,6.30549523788275
"3288",2.59797194534298,6.84552784224723
"3289",1.86792774151379,6.55315140985372
"3290",1.64048683093812,6.68270994126067
"3291",2.21678034507243,5.76563000856029
"3292",2.33502321907175,6.36262731980468
"3293",3.04814423959654,6.6995935686446
"3294",2.05274220861948,6.25897169699691
"3295",2.79604556218623,6.65245458522232
"3296",2.28149513420909,5.86806880623516
"3297",3.40133199205837,6.35542053535332
"3298",2.76077685284066,6.27924390882111
"3299",2.54376723556928,6.18141290627158
"3300",3.31375842516805,6.17671171277534
"3301",3.45320235338075,5.96553627516456
"3302",2.00526530298274,7.35915108674175
"3303",1.58648041961389,5.28705574256909
"3304",1.57067871973298,6.80003403816209
"3305",2.60483599658222,6.67068996724035
"3306",1.45087565729612,5.90209220663401
"3307",1.5094907522461,7.96839756737492
"3308",1.87920804751229,6.42603756129714
"3309",2.8927898372838,6.92858630843927
"3310",2.79355256810852,9.15922673982681
"3311",1.68938546633986,8.038812495864
"3312",2.58304936972662,7.02549034802788
"3313",2.73161772606416,7.22443120200377
"3314",1.50822203472586,7.35840171684648
"3315",2.4052024315681,6.13637030482186
"3316",2.19288097460195,6.31453065404041
"3317",2.4445644565946,6.66390091478197
"3318",2.44951252033933,5.86560128304637
"3319",2.29996204009966,6.01021263655305
"3320",2.00774882862904,5.65768098099485
"3321",2.08901553528877,5.87137003892048
"3322",2.23551431652969,6.36740196558537
"3323",2.78950537555124,5.79909925459855
"3324",4.23889079707819,6.57919305922854
"3325",3.35953080611348,6.05104641654225
"3326",2.19374612404322,6.40597478560325
"3327",2.39389835067391,6.84732490332002
"3328",2.57506164947173,6.80911512723198
"3329",2.8197620751444,6.06873870316911
"3330",2.6154308224315,7.11174336080947
"3331",3.53167763545996,7.16509185922277
"3332",2.58648401245855,8.88330433752194
"3333",2.4253402171063,6.27864013479234
"3334",2.09868485853401,7.51951391438381
"3335",1.25659230597483,9.13163412352099
"3336",2.36601461311076,7.29466048432758
"3337",1.81169152636382,5.44787189765292
"3338",2.28371329854411,5.55905747140784
"3339",1.63769968693927,9.01765570169516
"3340",2.25361099020219,6.61438961245089
"3341",2.64864459798565,6.8185711023873
"3342",1.90615657584042,7.41597635793449
"3343",1.87884290619392,6.45979088148328
"3344",2.01652789208308,7.19282225221715
"3345",2.6753329715141,6.22841423279494
"3346",2.32113950103113,5.77383993126702
"3347",2.67428557239041,6.58384361578249
"3348",1.88259792112823,6.44508591999939
"3349",2.80005250070906,6.19995076782049
"3350",2.30161257638244,7.7567188017216
"3351",1.49899239264922,6.73258722043612
"3352",2.75948560490276,6.0392713844158
"3353",2.80009368672638,5.87710219075178
"3354",2.28743154766837,7.36621905824702
"3355",2.17190696816919,6.83983976734367
"3356",1.47995381992948,5.0495386817912
"3357",2.29512657248959,7.24010261524289
"3358",3.4604575625579,6.93412991145291
"3359",3.86525102670949,6.52878272271637
"3360",2.30484724993577,6.57765480200443
"3361",2.80928619097154,6.19669056265998
"3362",1.41562276371762,10.2100885817744
"3363",2.27725810276951,8.02789701514519
"3364",2.25681231331923,6.03976089720378
"3365",2.16552274513711,7.28949650159147
"3366",2.54876926285033,5.29771556288447
"3367",2.35062692823539,5.97990911949854
"3368",2.90509239859656,7.38533548256819
"3369",3.76301799537399,6.46686441967459
"3370",1.52676123909149,5.67336905559104
"3371",2.89450197990038,5.5820500575792
"3372",1.79155685589849,8.06886798927241
"3373",1.6943546693841,6.47447485594575
"3374",1.07488149988522,6.81679381276446
"3375",2.27907838574156,5.78910098035186
"3376",1.51636868787994,8.8322608433871
"3377",2.48282985168972,7.43492193036507
"3378",2.64314575659417,6.68617633086393
"3379",2.28390710026453,5.64781409951453
"3380",2.1914916869412,4.99563077153647
"3381",1.63023842788886,6.01316206671153
"3382",1.66205545500253,7.22830191783447
"3383",2.58347839036499,6.61393907565547
"3384",1.82046696083409,6.56153615986159
"3385",1.55575000496434,6.5959408923719
"3386",2.2588126686696,8.37678457116815
"3387",2.2416757129945,6.77972064066679
"3388",2.38664055164325,6.81628057564265
"3389",2.41198777628174,6.21724177531394
"3390",2.32910661929799,5.5355985168489
"3391",2.35483095060162,7.45729510103511
"3392",2.04317657457231,6.90290708549931
"3393",1.44600552783649,8.72705686143814
"3394",2.60728642997992,6.07529672250079
"3395",3.4699794771495,6.06469531240707
"3396",1.90480724629827,5.65547323029312
"3397",3.85065459447977,6.25104768495069
"3398",2.02610933232901,7.18808851360089
"3399",2.86997505608239,6.25555094324343
"3400",1.76292182993385,5.95967734148975
"3401",3.56361812410031,6.43543320352304
"3402",1.8789787676863,7.63167616886619
"3403",1.91459366227184,6.40057676920834
"3404",1.78785021536912,5.60931249681926
"3405",3.18742675865612,7.69562552095509
"3406",1.89777012347542,6.65073455287388
"3407",2.01633655471162,6.55493932952967
"3408",2.48229974221615,6.95503777363023
"3409",3.16736655648863,6.31806902579334
